48,76,149,211,211,183,160,75,75,75,75,75,88,90,72,75,76,147,209,197,116,84,115,129,111,94,49,44,76,187,209,187,140,125,75,60,37,69,163,189,203,192,129,43,29,36,62,95,131,140,148,190,205,221,212,203,211,231,227,227,212,200,187,129,137,123,61,37,96,169,189,84,54,72,83,83,96,116,129,87,86,115,197,190,155,212,211,192,133,89,92,115,86,78,109,95,87,76,48,48,90,98,86,84,108,115,129,90,61,44,38,38,62,148,107,89,155,140,69,34,29,56,92,125,189,197,200,209,190,148,129,123,131,140,189,197,192,197,212,163,189,212,205,148,205,209,148,99,75,28,13,0,14,36,61,62,140,209,179,95,44,28,75,92,116,90,137,99,95,84,84,133,187,221,179,89,76,137,221,234,227,205,149,192,194,189,192,183,187,131,76,125,209,194,163,189,149,212,212,189,140,200,200,194,94,37,28,62,140,140,115,140,179,179,140,140,149,111,140,155,129,140,209,163,94,115,95,76,36,27,115,194,75,52,56,53,109,133,92,71,55,70,91,71,123,221,211,187,140,140,70,37,48,61,72,116,109,115,117,117,133,140,147,158,179,186,187,200,211,221,224,211,96,139,148,111,115,98,91,99,115,140,140,148,190,179,190,187,192,203,211,207,200,98,75,190,96,90,91,84,91,98,115,117,123,148,179,186,187,194,203,211,221,207,86,53,140,89,99,115,111,111,117,127,116,108,89,187,186,197,192,192,203,203,207,203,179,69,149,115,88,88,90,95,105,111,133,131,147,187,194,194,200,200,194,197,203,211,166,43,85,140,76,87,93,93,108,117,117,131,148,179,194,194,207,197,194,197,211,194,192,80,76,116,95,99,115,115,117,127,109,99,139,194,200,203,203,211,203,211,203,211,211,211,48,105,140,98,93,99,109,111,115,116,117,133,148,166,192,190,200,190,70,65,197,109,93,95,95,95,90,93,98,108,109,109,109,109,131,186,190,197,211,207,87,38,99,95,90,88,90,91,91,91,98,108,111,117,147,160,186,192,197,203,200,200,140,65,149,96,84,87,91,91,96,96,98,108,116,131,148,149,166,186,179,172,192,194,166,75,90,98,76,80,86,86,90,90,98,109,108,116,127,131,139,158,186,197,211,211,117,75
49,28,55,125,148,103,163,91,56,38,52,84,65,91,115,96,84,109,179,149,141,147,194,183,163,155,61,44,75,140,169,148,133,200,115,78,44,62,149,197,205,141,96,52,22,29,60,76,75,75,107,140,169,163,200,197,211,227,227,231,227,221,203,160,90,71,44,27,29,69,78,61,36,34,44,89,149,209,160,88,69,76,116,108,53,95,183,147,94,76,76,75,62,91,192,163,155,140,94,75,95,98,71,87,99,87,94,125,107,85,35,29,44,98,115,148,212,222,203,91,21,28,75,90,137,111,189,227,203,160,140,123,131,141,155,189,205,200,140,76,87,179,200,189,212,227,211,183,129,75,43,28,29,56,84,69,76,183,211,203,115,78,54,69,90,78,95,115,75,29,28,52,83,190,179,109,89,94,129,190,227,221,221,227,227,227,212,227,205,123,44,90,212,231,231,212,212,211,149,99,94,108,148,155,133,76,31,53,87,91,91,115,179,190,141,163,133,56,69,109,125,160,222,221,190,160,147,94,53,27,85,148,44,29,44,87,209,194,140,75,55,76,109,103,179,203,221,212,209,189,60,53,68,83,68,76,148,160,172,179,179,187,187,192,203,211,207,221,221,221,221,194,61,87,98,88,95,116,117,131,139,172,166,160,200,221,221,221,221,219,221,211,194,62,35,147,93,109,123,139,139,133,158,149,166,190,197,197,200,207,207,221,221,211,76,37,192,117,139,147,127,133,139,139,133,141,158,194,192,197,211,211,221,221,221,211,158,36,111,127,98,108,108,109,116,111,133,133,149,197,194,197,207,211,219,221,231,221,147,21,75,166,116,109,99,99,108,108,108,117,147,158,172,179,186,187,203,203,207,203,187,54,76,139,96,91,95,91,91,96,96,111,115,158,148,158,179,197,197,200,221,207,203,192,28,93,131,95,91,91,91,91,109,98,111,123,139,148,187,197,200,190,44,29,131,84,80,84,76,85,90,89,96,99,111,123,116,123,148,187,200,211,224,211,76,29,91,91,91,98,96,93,99,108,116,127,140,147,166,172,166,192,192,203,211,200,127,21,108,75,75,72,75,76,87,105,109,116,117,127,147,179,192,194,200,203,200,207,140,35,70,95,77,90,95,111,111,116,117,139,139,158,186,186,192,194,194,194,192,200,88,21
76,35,29,76,160,179,203,194,98,54,34,65,78,86,123,140,109,125,123,94,140,140,189,212,197,189,98,69,69,94,76,65,65,203,205,187,69,75,179,209,179,56,27,65,37,28,34,52,37,28,68,92,107,129,200,194,148,169,203,205,227,227,227,190,69,38,36,34,36,38,44,55,44,43,38,48,76,155,115,87,76,83,95,89,61,75,155,179,133,76,69,52,44,83,203,209,147,140,148,141,125,108,85,131,116,123,123,149,149,147,44,37,52,53,52,84,200,227,222,209,28,21,44,60,60,34,84,222,221,211,194,160,141,163,163,155,189,179,111,76,84,187,227,231,231,231,205,190,169,87,56,38,69,92,169,115,71,95,183,190,155,133,88,62,69,60,90,192,179,48,35,62,90,140,160,131,160,163,140,123,190,222,227,234,234,231,234,227,222,187,55,85,133,163,163,205,160,140,85,61,61,76,76,92,116,109,76,108,163,137,111,107,140,169,133,123,109,55,52,76,88,76,203,231,227,211,183,155,87,35,54,83,75,38,43,75,221,205,137,91,76,108,147,141,197,169,197,212,221,197,76,60,48,37,38,54,98,109,109,133,133,141,158,172,190,186,190,211,211,211,221,186,65,90,131,109,109,117,116,116,123,131,131,140,187,200,200,219,219,211,224,219,190,62,52,140,89,84,80,84,90,93,108,111,131,139,149,160,179,187,194,211,211,190,75,54,115,75,72,85,91,91,105,111,115,116,147,190,166,172,192,192,192,200,211,203,147,49,133,87,75,84,86,90,96,105,117,131,141,160,172,186,192,194,211,219,219,224,127,21,84,105,75,61,65,77,91,98,111,127,131,149,160,166,190,194,211,211,211,207,192,70,99,91,76,75,85,77,89,98,99,123,139,158,166,172,190,194,194,207,224,224,224,203,44,133,93,77,84,84,91,96,127,123,141,158,186,187,207,211,219,211,76,56,116,80,77,87,89,93,98,99,109,131,117,133,147,147,158,194,207,211,221,211,95,56,87,76,88,96,105,108,105,109,116,139,147,149,166,172,192,203,192,211,211,207,166,28,111,76,62,70,76,72,89,105,127,127,148,148,166,190,190,190,197,200,203,211,147,36,76,96,84,89,91,98,105,115,111,116,139,139,179,172,190,194,194,207,203,200,109,21
95,60,43,68,141,211,221,211,140,72,37,37,85,87,91,109,115,160,91,65,90,75,76,179,197,203,200,179,141,133,87,56,29,125,192,212,179,163,203,212,141,29,13,55,70,44,28,60,38,27,76,103,96,115,179,95,75,75,84,78,140,221,221,203,76,34,21,28,69,69,65,75,69,71,75,52,76,123,90,88,92,90,85,85,76,84,169,194,160,84,76,44,43,94,203,205,123,115,179,194,187,147,123,179,183,183,189,221,211,190,49,43,62,55,35,38,76,212,222,221,76,31,61,69,43,21,29,203,222,227,222,179,148,148,148,140,160,140,96,92,95,194,234,255,231,234,234,221,179,95,55,60,90,140,187,98,83,87,141,160,140,108,147,95,75,56,116,221,221,85,65,90,109,95,107,140,95,95,115,123,131,227,234,231,255,234,234,227,212,190,75,78,76,62,49,78,99,86,89,85,76,83,76,83,99,115,94,131,163,148,179,116,123,169,187,192,133,76,76,88,94,76,99,194,227,212,187,200,187,75,62,76,88,69,60,76,212,190,90,55,78,163,203,205,187,133,99,147,203,192,84,55,35,22,28,44,147,160,160,149,149,160,160,179,190,194,200,211,221,221,221,190,76,116,105,87,90,89,99,115,117,133,147,148,149,166,190,200,200,211,211,203,166,75,76,111,88,93,108,131,147,140,133,131,148,160,200,211,219,211,200,179,172,133,108,98,131,116,123,148,160,149,172,160,172,160,166,200,211,211,221,211,211,192,158,147,111,88,140,108,109,117,141,139,148,141,140,149,179,190,200,197,211,221,231,221,211,190,158,86,116,111,109,108,115,166,160,172,158,172,179,200,211,224,224,211,211,200,187,166,149,105,127,115,111,131,148,160,179,148,141,149,172,187,197,203,207,219,211,211,200,194,186,179,80,115,116,99,115,115,133,148,141,149,158,179,186,203,200,192,192,186,109,88,133,140,131,141,187,203,200,187,187,166,160,166,179,190,192,219,234,234,219,197,111,76,108,96,115,141,149,141,158,141,149,147,172,200,194,211,211,203,200,197,190,186,149,69,116,84,105,123,139,140,141,140,148,172,172,190,186,192,200,211,211,207,203,203,140,75,89,90,86,88,84,93,93,90,91,98,111,111,133,158,187,200,203,211,207,203,105,38
140,54,28,31,84,192,212,212,163,89,60,28,53,94,92,107,115,147,96,49,55,38,38,84,149,160,179,163,189,200,148,90,61,54,78,140,221,222,222,212,137,44,14,13,44,49,37,60,28,14,68,115,89,76,107,86,62,60,56,36,56,212,222,221,129,65,31,28,103,147,123,87,72,71,84,75,115,125,56,68,75,78,84,76,76,90,179,212,203,109,68,68,44,108,192,116,75,69,76,115,111,107,103,155,187,179,155,209,221,200,52,34,56,75,48,43,48,140,212,222,160,75,76,87,53,29,21,103,209,212,212,179,160,137,140,115,140,147,90,88,115,194,231,231,234,255,234,234,197,123,76,83,155,183,194,133,98,115,189,200,187,115,169,169,99,76,189,222,227,187,125,155,140,76,96,155,78,69,84,96,75,183,222,212,222,234,227,231,212,203,116,90,86,76,75,69,99,148,147,148,147,147,140,115,86,84,48,38,68,76,137,125,107,125,179,221,211,140,108,131,109,84,69,140,212,194,163,183,187,75,70,76,84,60,62,76,149,148,108,29,44,98,203,203,149,88,60,54,76,108,108,75,34,27,29,44,192,203,200,203,211,203,187,207,221,211,200,186,172,158,141,139,123,148,148,148,172,172,186,179,190,190,192,187,197,211,211,203,149,149,131,123,131,127,127,148,149,172,192,200,207,219,190,139,194,221,187,147,115,91,95,93,98,105,117,139,160,172,179,179,190,197,197,207,211,140,179,179,148,127,105,99,93,96,96,98,115,133,160,187,192,197,194,203,203,203,200,166,194,219,211,166,148,131,123,115,108,105,115,127,133,166,166,172,194,200,200,203,187,131,211,211,149,133,109,117,116,99,108,108,115,123,140,149,172,158,172,186,192,187,203,197,148,203,190,160,139,131,109,105,98,98,91,108,109,117,140,149,148,179,179,186,187,190,147,117,192,141,90,84,89,87,90,90,95,99,108,117,123,141,149,148,166,166,179,192,200,194,117,219,179,131,96,90,105,105,131,139,147,179,179,194,192,179,192,127,179,203,158,109,95,95,96,95,89,98,105,111,116,139,141,148,166,166,190,147,160,116,179,219,203,148,149,147,123,117,108,117,105,99,109,127,140,148,149,179,179,186,160,148,131,187,211,192,186,149,149,141,131,115,96,88
123,76,35,37,60,108,148,190,149,76,56,35,28,75,107,108,99,116,98,75,71,68,35,48,90,103,125,107,96,85,71,55,69,75,69,61,163,211,212,190,148,75,21,14,27,28,28,28,20,13,44,89,140,95,88,92,76,55,52,28,21,183,212,222,211,148,76,68,183,212,209,111,87,78,84,87,140,90,44,53,65,76,91,76,76,140,192,221,212,147,44,36,61,91,125,76,37,43,53,84,84,76,84,87,91,87,123,160,203,205,86,44,48,76,68,69,53,76,197,203,141,92,89,109,86,43,21,65,149,155,183,140,129,123,169,163,169,183,83,55,91,197,231,234,234,234,255,234,231,227,209,205,221,227,227,211,179,147,205,221,212,103,183,222,200,147,227,234,255,227,222,222,190,71,89,187,169,125,131,160,89,115,187,222,231,231,255,227,212,163,137,141,147,133,140,107,76,109,179,197,179,137,169,129,65,48,21,20,31,49,108,163,115,131,160,187,183,140,76,84,76,86,53,87,211,212,203,212,212,115,95,91,70,36,43,85,76,55,92,38,38,52,111,147,123,86,55,37,52,90,189,160,90,84,55,56,203,211,211,207,211,190,86,127,141,117,116,115,115,115,123,139,139,149,172,186,187,186,192,197,194,197,203,115,96,141,96,91,87,91,108,99,127,131,141,179,186,197,200,207,211,211,140,44,84,172,76,76,76,75,85,91,95,109,133,140,187,192,200,207,203,211,211,190,149,48,109,88,76,76,86,96,96,93,99,108,127,149,186,197,200,197,207,211,211,211,197,86,85,187,123,88,91,105,99,105,108,99,117,139,149,172,172,194,197,207,192,197,158,48,186,127,91,99,93,96,93,99,111,109,117,139,148,166,194,192,190,192,197,194,197,172,72,147,108,93,91,95,88,89,93,96,95,115,127,147,172,186,172,192,192,197,194,197,80,49,131,85,75,76,75,84,87,91,96,116,116,139,148,158,172,149,200,186,192,190,194,147,37,117,95,84,90,91,109,99,123,149,149,166,186,190,186,166,158,70,76,147,80,77,76,76,76,76,80,90,105,116,123,172,172,172,187,192,192,192,187,48,86,172,109,85,91,90,96,96,108,116,116,131,140,158,172,166,172,186,194,200,172,115,35,87,109,76,70,76,76,85,86,90,95,105
95,116,56,55,75,75,75,92,75,75,60,48,28,44,83,94,94,87,87,69,61,61,31,35,76,107,111,123,84,54,35,27,34,65,55,38,69,155,160,125,192,108,44,28,34,34,29,29,27,21,55,55,75,92,98,99,89,65,43,17,12,94,179,163,200,209,140,92,190,212,221,140,84,78,71,56,87,84,60,76,123,129,137,137,129,160,194,212,222,212,107,55,109,123,109,70,65,56,76,98,86,71,96,131,89,60,115,160,211,212,90,71,76,84,60,69,60,49,87,94,76,75,96,140,103,71,34,44,76,76,99,123,78,65,98,92,109,141,68,54,85,200,227,231,221,212,231,255,227,222,222,211,209,212,211,205,197,148,183,212,209,108,109,212,227,192,234,234,255,234,255,234,221,98,87,133,192,194,194,190,169,140,92,187,211,212,227,212,231,221,197,183,189,160,179,179,87,85,160,211,221,194,183,149,91,85,35,21,28,48,108,200,160,148,148,140,133,123,78,84,90,125,115,141,221,234,234,234,231,222,203,192,148,83,54,75,70,28,69,95,88,71,89,137,115,91,72,55,70,140,221,212,140,123,84,44,221,221,221,221,211,186,70,89,166,131,131,141,141,139,147,147,147,187,197,194,211,200,207,211,203,200,200,85,76,116,91,95,98,98,139,111,131,147,166,192,207,211,211,219,211,219,140,37,60,158,86,76,76,76,84,88,95,111,131,149,149,186,187,200,197,211,203,190,131,36,90,91,91,93,89,96,108,96,109,105,116,172,203,207,219,211,234,231,219,221,203,76,70,166,99,91,109,99,109,117,133,115,140,160,179,187,192,200,207,203,200,203,158,27,131,123,91,88,88,95,108,109,117,117,140,158,166,197,192,192,194,200,197,203,200,187,75,115,95,80,87,91,89,90,95,99,109,116,139,149,179,186,192,194,200,203,207,211,70,34,91,68,76,76,75,88,95,98,108,117,133,133,158,160,158,149,187,192,187,190,187,140,21,87,99,87,91,86,90,111,131,131,133,149,148,160,160,179,166,69,75,139,76,76,72,75,76,76,95,105,105,131,131,140,147,166,149,186,187,192,197,28,65,158,95,91,91,93,91,96,123,117,111,117,133,166,166,187,192,190,197,194,186,116,21,44,139,80,77,89,88,87,88,91,108,117
115,179,109,107,90,83,76,99,69,28,48,55,48,61,76,86,89,85,75,62,65,75,35,37,75,103,131,140,103,61,38,34,28,38,44,44,55,116,163,90,148,148,75,43,44,38,37,44,21,28,83,76,60,83,125,140,116,76,43,14,12,44,75,75,115,169,133,84,91,123,183,205,148,133,111,56,76,137,75,87,192,209,203,192,183,133,129,179,212,227,211,141,137,160,137,69,68,61,76,89,109,87,109,179,190,90,88,183,211,209,89,85,131,140,62,38,37,53,52,70,76,70,76,116,76,61,49,69,87,68,65,129,147,76,76,75,76,115,75,87,140,212,227,212,179,147,209,222,205,209,203,200,194,190,183,192,197,190,169,197,200,98,61,140,205,212,255,255,255,255,231,227,203,179,147,137,76,75,148,169,115,88,52,76,129,192,212,140,197,212,221,227,212,203,212,211,155,86,141,212,227,212,211,211,179,155,76,31,43,69,131,205,221,221,209,147,141,140,125,115,98,140,221,231,231,234,255,234,234,234,212,183,194,183,109,96,60,28,29,85,92,84,98,116,115,123,98,75,90,194,231,221,187,137,169,76,203,200,200,203,200,172,70,96,148,109,123,115,116,117,123,139,149,172,190,190,194,194,197,200,200,197,187,75,84,133,105,109,116,117,111,111,115,133,147,160,194,200,207,211,219,211,166,43,69,160,76,69,75,76,77,86,105,127,139,160,187,179,200,197,219,211,221,207,147,29,99,115,109,105,96,96,98,93,91,96,95,149,192,197,207,211,221,221,211,224,197,84,65,207,148,139,158,140,127,139,140,139,131,158,190,207,211,211,224,221,211,203,187,23,127,192,133,141,123,140,140,133,117,139,133,179,194,211,219,224,221,224,231,221,211,203,84,149,148,111,133,141,139,141,127,127,133,133,158,179,200,203,211,194,203,211,211,203,70,38,133,86,76,76,84,77,91,105,109,133,139,147,160,187,192,187,194,203,207,194,200,186,44,98,90,84,91,95,105,131,141,166,179,192,200,192,194,192,166,76,76,139,91,96,88,93,91,105,127,131,127,149,166,192,194,187,197,207,207,211,190,29,48,166,91,109,99,93,98,96,108,117,148,141,172,186,172,211,203,192,192,207,187,105,21,36,149,91,91,95,99,93,99,99,109,133
123,179,189,179,115,125,149,197,75,21,31,55,75,89,107,107,115,115,98,92,91,96,61,71,85,125,183,155,115,76,60,49,37,37,38,36,31,95,197,123,90,115,75,54,55,44,28,37,29,28,70,96,75,78,133,131,140,76,44,21,13,53,72,75,116,169,137,95,75,76,90,194,183,192,200,107,107,149,87,76,187,212,212,209,155,76,69,98,163,200,190,187,90,115,160,76,37,44,69,69,76,83,111,192,212,212,160,160,183,179,147,98,129,147,78,44,38,90,55,60,137,99,103,148,103,75,55,75,125,95,69,108,179,179,140,148,160,133,71,107,141,192,205,160,76,52,111,205,203,205,200,194,200,179,140,190,203,209,203,194,203,131,53,86,107,95,221,231,231,255,231,227,187,209,194,163,85,52,69,91,91,85,53,43,52,108,194,163,189,192,192,212,231,231,227,227,212,149,179,211,221,212,221,231,222,212,147,76,115,137,103,90,99,123,125,103,115,131,116,149,140,147,227,234,255,255,231,255,231,231,227,155,148,203,192,163,60,35,34,68,108,141,129,95,78,99,71,72,90,179,222,222,212,163,148,92,211,211,211,219,211,186,75,116,158,131,123,127,133,133,139,141,160,187,197,197,200,200,203,207,211,200,200,76,89,99,88,89,96,96,98,116,115,140,148,187,194,197,211,219,231,231,186,48,76,172,65,68,84,88,93,99,111,149,148,172,197,194,194,207,221,224,224,219,133,37,139,76,80,76,90,91,93,93,96,108,116,166,179,194,207,219,211,219,219,221,203,87,76,179,123,111,115,108,96,108,111,131,131,133,158,190,186,190,200,203,207,211,186,53,147,133,109,95,91,96,98,105,96,109,115,133,158,186,186,194,197,197,200,197,197,190,80,172,127,95,99,95,105,95,96,95,95,116,139,160,172,192,203,192,200,192,207,192,68,61,148,76,75,76,84,86,96,109,109,133,141,158,172,186,187,190,200,194,194,200,197,179,48,116,123,86,93,98,116,147,149,186,190,203,203,203,207,200,187,95,87,158,91,115,98,91,98,105,111,116,131,149,179,190,200,192,211,211,207,194,190,36,68,160,91,98,98,96,117,115,109,133,139,158,160,187,190,200,197,207,194,203,194,131,28,65,166,87,91,86,91,89,95,108,117,140
76,96,163,183,187,187,189,209,111,28,28,44,84,123,179,140,137,141,140,131,129,91,76,109,133,163,209,192,140,87,107,95,75,37,37,34,35,84,163,179,147,160,99,72,69,71,56,75,69,44,44,90,76,61,149,137,133,88,38,14,14,35,61,84,141,200,140,99,92,84,69,111,92,109,169,192,147,115,94,75,75,147,212,209,160,96,75,75,95,147,115,141,60,62,96,107,53,44,49,70,52,35,55,155,209,212,183,183,187,169,189,179,179,129,84,65,69,194,179,91,183,189,189,192,131,70,43,65,108,148,137,149,179,169,200,200,205,192,75,85,123,160,160,103,38,21,54,129,155,194,209,183,203,209,189,205,227,227,231,212,221,190,61,92,148,76,107,187,179,212,231,227,205,179,200,190,131,75,69,87,125,115,91,56,43,76,140,187,212,222,212,189,205,212,212,227,221,141,190,212,227,212,227,231,255,227,194,148,141,90,71,44,34,36,29,52,60,76,111,155,192,203,231,255,231,192,115,140,211,231,234,200,183,194,209,194,75,43,35,54,91,163,148,115,94,90,69,69,75,131,211,200,200,160,131,107,221,211,207,192,186,160,127,149,166,141,139,141,139,141,133,147,160,187,192,194,194,197,197,192,200,179,187,108,111,148,133,115,115,109,111,116,139,147,172,211,211,219,211,197,190,187,141,90,109,148,139,131,131,116,131,139,133,141,158,190,207,211,203,200,190,172,149,148,141,123,158,141,158,133,140,158,141,139,139,123,123,190,211,211,219,200,187,186,141,149,158,141,139,160,149,179,187,194,192,166,160,179,166,172,200,211,192,197,187,149,140,123,116,111,133,149,160,172,160,172,186,190,166,140,148,148,197,194,203,192,187,172,139,139,147,141,117,131,149,147,141,147,158,149,139,147,133,141,158,186,194,194,192,194,194,166,158,148,99,93,148,123,123,117,127,123,127,147,166,192,197,194,203,200,197,207,194,190,187,158,158,133,90,139,140,109,109,99,117,139,187,197,192,197,197,200,172,149,133,91,95,127,111,115,109,99,96,109,115,117,116,149,187,190,197,190,197,194,179,158,149,60,80,192,99,91,93,98,95,99,96,96,127,131,149,187,187,192,197,211,211,219,200,141,38,76,111,76,76,76,85,88,90,95,109,131
